sku,date,day_ahead,lstm_forecast,price,inventory_level
S004_P0017,2024-01-06,5,139.14,20.61,100
S004_P0017,2024-01-07,6,139.08,20.61,100
S004_P0017,2024-01-08,7,139.08,20.61,100
S004_P0018,2024-01-02,1,136.41,82.97,83
S004_P0018,2024-01-03,2,139.63,82.97,83
S004_P0018,2024-01-04,3,139.58,82.97,83
S004_P0018,2024-01-05,4,139.32,82.97,83
S004_P0018,2024-01-06,5,139.14,82.97,83
S004_P0018,2024-01-07,6,139.09,82.97,83
S004_P0018,2024-01-08,7,139.08,82.97,83
S004_P0019,2024-01-02,1,138.58,61.04,65
S004_P0019,2024-01-03,2,140.27,61.04,65
S004_P0019,2024-01-04,3,139.69,61.04,65
S004_P0019,2024-01-05,4,139.28,61.04,65
S004_P0019,2024-01-06,5,139.1,61.04,65
S004_P0019,2024-01-07,6,139.08,61.04,65
S004_P0019,2024-01-08,7,139.08,61.04,65
S004_P0020,2024-01-02,1,140.76,32.87,249
S004_P0020,2024-01-03,2,138.36,32.87,249
S004_P0020,2024-01-04,3,138.54,32.87,249
S004_P0020,2024-01-05,4,138.87,32.87,249
S004_P0020,2024-01-06,5,139.05,32.87,249
S004_P0020,2024-01-07,6,139.1,32.87,249
S004_P0020,2024-01-08,7,139.1,32.87,249
S005_P0001,2024-01-02,1,140.79,99.33,300
S005_P0001,2024-01-03,2,139.11,99.33,300
S005_P0001,2024-01-04,3,138.94,99.33,300
S005_P0001,2024-01-05,4,138.99,99.33,300
S005_P0001,2024-01-06,5,139.06,99.33,300
S005_P0001,2024-01-07,6,139.09,99.33,300
S005_P0001,2024-01-08,7,139.1,99.33,300
S005_P0002,2024-01-02,1,137.2,34.96,253
S005_P0002,2024-01-03,2,138.52,34.96,253
S005_P0002,2024-01-04,3,138.98,34.96,253
S005_P0002,2024-01-05,4,139.12,34.96,253
S005_P0002,2024-01-06,5,139.12,34.96,253
S005_P0002,2024-01-07,6,139.1,34.96,253
S005_P0002,2024-01-08,7,139.09,34.96,253
S005_P0003,2024-01-02,1,138.95,24.17,98
S005_P0003,2024-01-03,2,139.44,24.17,98
S005_P0003,2024-01-04,3,139.26,24.17,98
S005_P0003,2024-01-05,4,139.14,24.17,98
S005_P0003,2024-01-06,5,139.1,24.17,98
S005_P0003,2024-01-07,6,139.09,24.17,98
S005_P0003,2024-01-08,7,139.09,24.17,98
S005_P0004,2024-01-02,1,139.14,77.29,158
S005_P0004,2024-01-03,2,140.04,77.29,158
S005_P0004,2024-01-04,3,139.57,77.29,158
S005_P0004,2024-01-05,4,139.23,77.29,158
S005_P0004,2024-01-06,5,139.1,77.29,158
S005_P0004,2024-01-07,6,139.08,77.29,158
S005_P0004,2024-01-08,7,139.09,77.29,158
S005_P0005,2024-01-02,1,136.28,96.72,372
S005_P0005,2024-01-03,2,137.66,96.72,372
S005_P0005,2024-01-04,3,138.68,96.72,372
S005_P0005,2024-01-05,4,139.05,96.72,372
S005_P0005,2024-01-06,5,139.11,96.72,372
S005_P0005,2024-01-07,6,139.11,96.72,372
S005_P0005,2024-01-08,7,139.1,96.72,372
S005_P0006,2024-01-02,1,138.73,71.3,491
S005_P0006,2024-01-03,2,138.11,71.3,491
S005_P0006,2024-01-04,3,138.58,71.3,491
S005_P0006,2024-01-05,4,138.95,71.3,491
S005_P0006,2024-01-06,5,139.08,71.3,491
S005_P0006,2024-01-07,6,139.11,71.3,491
S005_P0006,2024-01-08,7,139.1,71.3,491
S005_P0007,2024-01-02,1,137.54,62.12,59
S005_P0007,2024-01-03,2,140.23,62.12,59
S005_P0007,2024-01-04,3,139.75,62.12,59
S005_P0007,2024-01-05,4,139.33,62.12,59
S005_P0007,2024-01-06,5,139.13,62.12,59
S005_P0007,2024-01-07,6,139.08,62.12,59
S005_P0007,2024-01-08,7,139.08,62.12,59
S005_P0008,2024-01-02,1,141.41,63.42,409
S005_P0008,2024-01-03,2,138.39,63.42,409
S005_P0008,2024-01-04,3,138.54,63.42,409
S005_P0008,2024-01-05,4,138.84,63.42,409
S005_P0008,2024-01-06,5,139.03,63.42,409
S005_P0008,2024-01-07,6,139.09,63.42,409
S005_P0008,2024-01-08,7,139.1,63.42,409
S005_P0009,2024-01-02,1,140.39,87.7,319
S005_P0009,2024-01-03,2,138.94,87.7,319
S005_P0009,2024-01-04,3,138.93,87.7,319
S005_P0009,2024-01-05,4,139.0,87.7,319
S005_P0009,2024-01-06,5,139.07,87.7,319
S005_P0009,2024-01-07,6,139.09,87.7,319
S005_P0009,2024-01-08,7,139.1,87.7,319
S005_P0010,2024-01-02,1,139.27,19.2,308
S005_P0010,2024-01-03,2,138.38,19.2,308
S005_P0010,2024-01-04,3,138.69,19.2,308
S005_P0010,2024-01-05,4,138.96,19.2,308
S005_P0010,2024-01-06,5,139.08,19.2,308
S005_P0010,2024-01-07,6,139.1,19.2,308
S005_P0010,2024-01-08,7,139.1,19.2,308
S005_P0011,2024-01-02,1,140.5,86.09,156
S005_P0011,2024-01-03,2,139.94,86.09,156
S005_P0011,2024-01-04,3,139.38,86.09,156
S005_P0011,2024-01-05,4,139.12,86.09,156
S005_P0011,2024-01-06,5,139.06,86.09,156
S005_P0011,2024-01-07,6,139.07,86.09,156
S005_P0011,2024-01-08,7,139.09,86.09,156
S005_P0012,2024-01-02,1,141.57,36.94,495
S005_P0012,2024-01-03,2,137.9,36.94,495
S005_P0012,2024-01-04,3,138.25,36.94,495
S005_P0012,2024-01-05,4,138.74,36.94,495
S005_P0012,2024-01-06,5,139.02,36.94,495
S005_P0012,2024-01-07,6,139.1,36.94,495
S005_P0012,2024-01-08,7,139.1,36.94,495
S005_P0013,2024-01-02,1,139.7,32.05,389
S005_P0013,2024-01-03,2,137.58,32.05,389
S005_P0013,2024-01-04,3,138.27,32.05,389
S005_P0013,2024-01-05,4,138.82,32.05,389
S005_P0013,2024-01-06,5,139.06,32.05,389
S005_P0013,2024-01-07,6,139.11,32.05,389
S005_P0013,2024-01-08,7,139.11,32.05,389
S005_P0014,2024-01-02,1,140.35,66.5,328
S005_P0014,2024-01-03,2,139.25,66.5,328
S005_P0014,2024-01-04,3,139.08,66.5,328
S005_P0014,2024-01-05,4,139.04,66.5,328
S005_P0014,2024-01-06,5,139.07,66.5,328
S005_P0014,2024-01-07,6,139.09,66.5,328
S005_P0014,2024-01-08,7,139.1,66.5,328
S005_P0015,2024-01-02,1,142.62,83.26,408
S005_P0015,2024-01-03,2,138.18,83.26,408
S005_P0015,2024-01-04,3,138.27,83.26,408
S005_P0015,2024-01-05,4,138.7,83.26,408
S005_P0015,2024-01-06,5,138.99,83.26,408
S005_P0015,2024-01-07,6,139.09,83.26,408
S005_P0015,2024-01-08,7,139.1,83.26,408
S005_P0016,2024-01-02,1,138.47,73.73,96
S005_P0016,2024-01-03,2,140.67,73.73,96
S005_P0016,2024-01-04,3,139.89,73.73,96
S005_P0016,2024-01-05,4,139.33,73.73,96
S005_P0016,2024-01-06,5,139.11,73.73,96
S005_P0016,2024-01-07,6,139.07,73.73,96
S005_P0016,2024-01-08,7,139.08,73.73,96
S005_P0017,2024-01-02,1,137.35,82.57,313
S005_P0017,2024-01-03,2,139.62,82.57,313
S005_P0017,2024-01-04,3,139.52,82.57,313
S005_P0017,2024-01-05,4,139.27,82.57,313
S005_P0017,2024-01-06,5,139.13,82.57,313
S005_P0017,2024-01-07,6,139.09,82.57,313
S005_P0017,2024-01-08,7,139.09,82.57,313
S005_P0018,2024-01-02,1,138.37,11.11,278
S005_P0018,2024-01-03,2,140.15,11.11,278
S005_P0018,2024-01-04,3,139.64,11.11,278
S005_P0018,2024-01-05,4,139.27,11.11,278
S005_P0018,2024-01-06,5,139.11,11.11,278
S005_P0018,2024-01-07,6,139.08,11.11,278
S005_P0018,2024-01-08,7,139.08,11.11,278
S005_P0019,2024-01-02,1,142.21,53.14,374
S005_P0019,2024-01-03,2,138.88,53.14,374
S005_P0019,2024-01-04,3,138.68,53.14,374
S005_P0019,2024-01-05,4,138.85,53.14,374
S005_P0019,2024-01-06,5,139.02,53.14,374
S005_P0019,2024-01-07,6,139.09,53.14,374
S005_P0019,2024-01-08,7,139.1,53.14,374
S005_P0020,2024-01-02,1,137.49,78.39,117
S005_P0020,2024-01-03,2,140.52,78.39,117
S005_P0020,2024-01-04,3,139.93,78.39,117
S005_P0020,2024-01-05,4,139.38,78.39,117
S005_P0020,2024-01-06,5,139.12,78.39,117
S005_P0020,2024-01-07,6,139.07,78.39,117
S005_P0020,2024-01-08,7,139.08,78.39,117
