sku,date,ensemble_forecast
S005_P0011,2023-12-31,119.52977350439993
S005_P0011,2024-01-01,110.71174131322725
S005_P0012,2023-12-26,108.2767302209613
S005_P0012,2023-12-27,171.26932492315223
S005_P0012,2023-12-28,102.59143351265399
S005_P0012,2023-12-29,73.70446778610929
S005_P0012,2023-12-30,111.38258312454236
S005_P0012,2023-12-31,128.2190723373847
S005_P0012,2024-01-01,172.78919504438937
S005_P0013,2023-12-26,156.40415352160255
S005_P0013,2023-12-27,186.79101076163292
S005_P0013,2023-12-28,220.53936138646623
S005_P0013,2023-12-29,122.05889284709411
S005_P0013,2023-12-30,115.01403480782179
S005_P0013,2023-12-31,208.60804915103094
S005_P0013,2024-01-01,144.51457034623843
S005_P0014,2023-12-26,237.6444717053386
S005_P0014,2023-12-27,228.58997250690174
S005_P0014,2023-12-28,208.152298958733
S005_P0014,2023-12-29,117.36306804597643
S005_P0014,2023-12-30,126.42274248986976
S005_P0014,2023-12-31,129.7795244708538
S005_P0014,2024-01-01,163.42467490436331
S005_P0015,2023-12-26,64.52521037639585
S005_P0015,2023-12-27,212.34202291147315
S005_P0015,2023-12-28,280.45819252754103
S005_P0015,2023-12-29,168.42838516403953
S005_P0015,2023-12-30,110.33841932616089
S005_P0015,2023-12-31,206.79013055271213
S005_P0015,2024-01-01,203.96131328916735
S005_P0016,2023-12-26,115.1029367545168
S005_P0016,2023-12-27,100.82890223620974
S005_P0016,2023-12-28,134.57733724475312
S005_P0016,2023-12-29,199.107100307761
S005_P0016,2023-12-30,144.26675768488315
S005_P0016,2023-12-31,162.12066602279612
S005_P0016,2024-01-01,151.87871404946046
S005_P0017,2023-12-26,93.4486902889394
S005_P0017,2023-12-27,114.0813733622992
S005_P0017,2023-12-28,122.77129580861137
S005_P0017,2023-12-29,133.2181442882329
S005_P0017,2023-12-30,160.14776150921915
S005_P0017,2023-12-31,150.68774417729048
S005_P0017,2024-01-01,135.99150289072207
S005_P0018,2023-12-26,72.78845218831341
S005_P0018,2023-12-27,107.69266894819924
S005_P0018,2023-12-28,124.7927677593079
S005_P0018,2023-12-29,155.82035193706167
S005_P0018,2023-12-30,97.66183103159713
S005_P0018,2023-12-31,153.04820055919095
S005_P0018,2024-01-01,123.5483424323187
S005_P0019,2023-12-26,186.25964999524348
S005_P0019,2023-12-27,156.55341465242208
S005_P0019,2023-12-28,91.58400182707365
S005_P0019,2023-12-29,117.40850514151947
S005_P0019,2023-12-30,162.5679101239639
S005_P0019,2023-12-31,65.81342373033392
S005_P0019,2024-01-01,57.09801937947053
S005_P0020,2023-12-26,105.84037839725855
S005_P0020,2023-12-27,100.7232349338407
S005_P0020,2023-12-28,87.37464316341942
S005_P0020,2023-12-29,115.53449930037566
S005_P0020,2023-12-30,145.7738582112858
S005_P0020,2023-12-31,138.2332196224625
S005_P0020,2024-01-01,107.87104207404376
