sku,date,final_forecast
S005_P0011,2023-12-31,136.60737914874602
S005_P0011,2024-01-01,136.6073791496312
S005_P0012,2023-12-26,139.79228215059226
S005_P0012,2023-12-27,134.79663535833424
S005_P0012,2023-12-28,134.66115522121316
S005_P0012,2023-12-29,134.65748104881516
S005_P0012,2023-12-30,134.65738140658644
S005_P0012,2023-12-31,134.65737870432517
S005_P0012,2024-01-01,134.6573786310408
S005_P0013,2023-12-26,143.75297655663286
S005_P0013,2023-12-27,139.47147648317568
S005_P0013,2023-12-28,139.33286283122558
S005_P0013,2023-12-29,139.32837521142474
S005_P0013,2023-12-30,139.3282299246424
S005_P0013,2023-12-31,139.32822522097987
S005_P0013,2024-01-01,139.3282250686987
S005_P0014,2023-12-26,133.41851185098898
S005_P0014,2023-12-27,136.91302995233704
S005_P0014,2023-12-28,136.6972057108733
S005_P0014,2023-12-29,136.71053518917404
S005_P0014,2023-12-30,136.70971194990042
S005_P0014,2023-12-31,136.7097627938184
S005_P0014,2024-01-01,136.70975965365724
S005_P0015,2023-12-26,146.51912666063942
S005_P0015,2023-12-27,149.1946718145625
S005_P0015,2023-12-28,149.15410910804803
S005_P0015,2023-12-29,149.15472406054
S005_P0015,2023-12-30,149.1547147375288
S005_P0015,2023-12-31,149.15471487887066
S005_P0015,2024-01-01,149.15471487672784
S005_P0016,2023-12-26,133.82181640160496
S005_P0016,2023-12-27,139.0362594886532
S005_P0016,2023-12-28,139.25236204928763
S005_P0016,2023-12-29,139.26131800411028
S005_P0016,2023-12-30,139.26168916642575
S005_P0016,2023-12-31,139.26170454853377
S005_P0016,2024-01-01,139.26170518601563
S005_P0017,2023-12-26,93.4486902889394
S005_P0017,2023-12-27,114.0813733622992
S005_P0017,2023-12-28,122.77129580861136
S005_P0017,2023-12-29,133.2181442882329
S005_P0017,2023-12-30,160.14776150921915
S005_P0017,2023-12-31,150.68774417729048
S005_P0017,2024-01-01,135.99150289072207
S005_P0018,2023-12-26,132.05188807194793
S005_P0018,2023-12-27,134.0985318658124
S005_P0018,2023-12-28,134.14214111601086
S005_P0018,2023-12-29,134.1430703283675
S005_P0018,2023-12-30,134.14309012773575
S005_P0018,2023-12-31,134.14309054961453
S005_P0018,2024-01-01,134.1430905586038
S005_P0019,2023-12-26,133.78703069199935
S005_P0019,2023-12-27,135.06315705360404
S005_P0019,2023-12-28,135.0506506304771
S005_P0019,2023-12-29,135.05077319719473
S005_P0019,2023-12-30,135.05077199600393
S005_P0019,2023-12-31,135.05077200777598
S005_P0019,2024-01-01,135.0507720076606
S005_P0020,2023-12-26,140.69993823919123
S005_P0020,2023-12-27,138.64343476228711
S005_P0020,2023-12-28,138.6748320042295
S005_P0020,2023-12-29,138.6743526533251
S005_P0020,2023-12-30,138.67435997171597
S005_P0020,2023-12-31,138.67435985998395
S005_P0020,2024-01-01,138.6743598616898
