date,store id,product id,category,region,inventory level,units sold,units ordered,demand forecast,price,discount,weather condition,holiday/promotion,competitor pricing,seasonality,sku,lag_1,lag_7,lag_14,rolling_mean_3,rolling_mean_7,rolling_std_7,day_of_week,month,inventory_level,holiday_flag,price_change_7d,discount_flag,inventory_ratio
2023-08-31,S001,P0004,0,1,95,92,77,87.18,82.33,0,1,1,80.62,0,S001_P0004,43.0,74.0,156.0,29.666666666666668,91.0,83.0281076905088,3,8,0,0,0.18103571940898022,0,0.0
2023-09-01,S001,P0004,4,0,441,433,26,433.12,56.06,5,2,0,51.23,2,S001_P0004,92.0,139.0,1.0,56.0,93.57142857142857,82.6919124277123,4,9,0,0,-0.02215245072387928,1,0.0
2023-09-02,S001,P0004,0,1,223,219,59,209.64,93.51,5,2,1,98.0,2,S001_P0004,433.0,255.0,3.0,189.33333333333334,135.57142857142858,153.74638981437067,5,9,0,0,-0.04013549579141862,1,0.0
2023-09-03,S001,P0004,1,1,107,77,109,92.04,61.88,20,1,1,63.7,0,S001_P0004,219.0,80.0,40.0,248.0,130.42857142857142,149.6327249666744,6,9,0,0,-0.05670731707317056,1,0.0
2023-09-04,S001,P0004,1,2,302,283,118,293.42,69.63,10,0,1,71.94,1,S001_P0004,77.0,13.0,31.0,243.0,130.0,149.80542936311323,0,9,0,0,-0.17995524673183372,1,0.0
2023-09-05,S001,P0004,2,2,164,74,65,78.06,15.64,15,1,1,14.2,2,S001_P0004,283.0,33.0,55.0,193.0,168.57142857142858,149.41871496219076,1,9,0,0,-0.7660083782166367,1,0.0
2023-09-06,S001,P0004,1,3,116,60,140,64.52,84.78,5,2,1,84.58,0,S001_P0004,74.0,43.0,89.0,144.66666666666666,174.42857142857142,143.92110934218695,2,9,0,0,2.300116776956014,1,0.0
2023-09-07,S001,P0004,4,3,482,355,73,358.6,30.84,10,3,0,32.35,2,S001_P0004,60.0,92.0,74.0,139.0,176.85714285714286,141.45603388971975,3,9,0,0,-0.6254099356249241,1,0.0
2023-09-08,S001,P0004,0,0,410,25,180,42.9,25.69,15,2,1,26.2,2,S001_P0004,355.0,433.0,139.0,163.0,214.42857142857142,149.83975567569638,4,9,0,0,-0.5417409917945059,1,0.0
2023-09-09,S001,P0004,2,2,489,233,60,242.97,66.0,10,0,1,69.78,3,S001_P0004,25.0,219.0,255.0,146.66666666666666,156.14285714285714,128.47882908794568,5,9,0,0,-0.29419313442412576,1,0.0
2023-09-10,S001,P0004,2,2,320,288,72,287.8,95.28,0,0,1,96.19,3,S001_P0004,233.0,77.0,80.0,204.33333333333334,158.14285714285714,129.72333196901354,6,9,0,0,0.5397543632837749,0,0.0
2023-09-11,S001,P0004,2,2,451,4,198,19.88,60.73,15,0,1,63.52,3,S001_P0004,288.0,283.0,13.0,182.0,188.28571428571428,132.21663320187105,0,9,0,0,-0.1278184690506965,1,0.0
2023-09-12,S001,P0004,0,1,355,146,40,155.55,86.67,0,1,1,89.9,2,S001_P0004,4.0,74.0,33.0,175.0,148.42857142857142,140.6874279420603,1,9,0,0,4.54156010230179,0,0.0
2023-09-13,S001,P0004,0,1,221,218,183,212.77,50.59,15,0,1,49.1,0,S001_P0004,146.0,60.0,43.0,146.0,158.71428571428572,136.92055395461313,2,9,0,0,-0.4032790752535975,1,0.0
2023-09-14,S001,P0004,3,0,399,222,54,227.94,16.21,20,2,1,16.65,0,S001_P0004,218.0,355.0,92.0,122.66666666666667,181.28571428571428,130.82267169176544,3,9,0,0,-0.47438391699092086,1,0.0
2023-09-15,S001,P0004,2,3,296,98,50,108.07,74.04,20,0,1,73.48,1,S001_P0004,222.0,25.0,433.0,195.33333333333334,162.28571428571428,109.27139650996561,4,9,0,0,1.8820552744258467,1,0.0
2023-09-16,S001,P0004,4,2,162,152,63,156.91,53.31,0,3,0,52.27,2,S001_P0004,98.0,233.0,219.0,179.33333333333334,172.71428571428572,96.7517687792052,5,9,0,0,-0.19227272727272726,0,0.0
2023-09-17,S001,P0004,4,1,273,183,190,181.3,57.04,0,1,0,53.46,0,S001_P0004,152.0,288.0,77.0,157.33333333333334,161.14285714285714,93.11539180219467,6,9,0,0,-0.401343408900084,0,0.0
2023-09-18,S001,P0004,4,1,409,31,173,45.17,61.56,10,1,0,63.97,0,S001_P0004,183.0,4.0,283.0,144.33333333333334,146.14285714285714,76.19367552806618,0,9,0,0,0.01366705088094844,1,0.0
2023-09-19,S001,P0004,3,3,352,332,150,326.06,23.17,0,1,0,18.43,1,S001_P0004,31.0,146.0,74.0,122.0,150.0,68.04655269250141,1,9,0,0,-0.7326641283027575,0,0.0
2023-09-20,S001,P0004,0,0,354,354,61,344.19,35.65,5,2,1,37.17,3,S001_P0004,332.0,218.0,60.0,182.0,176.57142857142858,96.56406706233469,2,9,0,0,-0.2953152796995454,1,0.0
2023-09-21,S001,P0004,2,3,303,136,108,151.08,98.29,15,0,1,100.78,2,S001_P0004,354.0,222.0,355.0,239.0,196.0,117.66477807738394,3,9,0,0,5.063541024059223,1,0.0
2023-09-22,S001,P0004,1,3,459,95,38,113.12,33.35,15,3,0,33.76,2,S001_P0004,136.0,98.0,25.0,274.0,183.71428571428572,118.97999031449832,4,9,0,0,-0.5495678011885468,1,0.0
2023-09-23,S001,P0004,2,3,110,43,167,59.57,65.58,20,3,0,69.25,3,S001_P0004,95.0,152.0,233.0,195.0,183.28571428571428,119.34503800006983,5,9,0,0,0.2301631963984243,1,0.0
2023-09-24,S001,P0004,1,3,396,393,142,389.86,85.41,10,0,1,90.12,1,S001_P0004,43.0,183.0,288.0,91.33333333333333,167.71428571428572,130.6799070065407,6,9,0,0,0.4973702664796633,1,0.0
2023-09-25,S001,P0004,4,2,210,82,135,74.97,70.29,5,0,0,66.22,2,S001_P0004,393.0,31.0,4.0,177.0,197.71428571428572,156.35612586412503,0,9,0,0,0.14181286549707606,1,0.0
2023-09-26,S001,P0004,0,1,242,207,140,217.95,54.08,10,3,1,56.95,0,S001_P0004,82.0,332.0,146.0,172.66666666666666,205.0,148.2722720762944,1,9,0,0,1.334052654294346,1,0.0
2023-09-27,S001,P0004,4,1,162,125,123,128.31,97.43,15,2,0,96.16,3,S001_P0004,207.0,354.0,218.0,227.33333333333334,187.14285714285714,137.56868414411355,2,9,0,0,1.7329593267882193,1,0.0
2023-09-28,S001,P0004,3,2,105,49,194,46.05,48.59,0,2,0,52.99,1,S001_P0004,125.0,136.0,222.0,138.0,154.42857142857142,116.96132857039723,3,9,0,0,-0.505646556109472,0,0.0
2023-09-29,S001,P0004,4,1,474,311,68,318.43,35.62,0,3,0,37.34,0,S001_P0004,49.0,95.0,98.0,127.0,142.0,123.67565106627382,4,9,0,0,0.06806596701649159,0,0.0
2023-09-30,S001,P0004,4,2,402,309,165,312.35,32.09,5,2,1,34.19,0,S001_P0004,311.0,43.0,152.0,161.66666666666666,172.85714285714286,136.29677004173485,5,9,0,0,-0.5106739859713327,1,0.0
2023-10-01,S001,P0004,0,0,250,83,140,96.41,78.92,10,2,1,83.54,0,S001_P0004,309.0,393.0,183.0,223.0,210.85714285714286,131.03743558162884,6,10,0,0,-0.0759864184521718,1,0.0
2023-10-02,S001,P0004,3,2,158,30,123,38.1,91.02,10,2,0,87.6,2,S001_P0004,83.0,82.0,31.0,234.33333333333334,166.57142857142858,109.89973785661373,0,10,0,0,0.2949210413999144,1,0.0
2023-10-03,S001,P0004,2,1,309,77,180,90.99,21.62,15,1,0,21.95,3,S001_P0004,30.0,207.0,332.0,140.66666666666666,159.14285714285714,118.02602618551087,1,10,0,0,-0.6002218934911242,1,0.0
2023-10-04,S001,P0004,1,0,142,133,122,147.98,74.62,20,0,1,79.01,3,S001_P0004,77.0,125.0,354.0,63.333333333333336,140.57142857142858,119.45969633152052,2,10,0,0,-0.23411680180642513,1,0.0
2023-10-05,S001,P0004,4,2,333,303,118,298.22,91.31,0,0,0,91.86,0,S001_P0004,133.0,49.0,136.0,80.0,141.71428571428572,119.32408849531659,3,10,0,0,0.8791932496398436,0,0.0
2023-10-06,S001,P0004,4,3,151,84,122,74.92,93.88,10,3,0,89.74,0,S001_P0004,303.0,311.0,95.0,171.0,178.0,124.91997438360298,4,10,0,0,1.635597978663672,1,0.0
2023-10-07,S001,P0004,1,2,374,174,76,185.63,88.53,20,0,0,87.59,1,S001_P0004,84.0,309.0,43.0,173.33333333333334,145.57142857142858,113.58969604510389,5,10,0,0,1.7588033655344342,1,0.0
2023-10-08,S001,P0004,2,3,322,57,43,61.14,15.42,15,0,0,12.96,3,S001_P0004,174.0,83.0,393.0,187.0,126.28571428571429,90.28789931051014,6,10,0,0,-0.8046122655854029,1,0.0
2023-10-09,S001,P0004,1,0,237,88,102,84.42,24.13,20,3,1,21.29,1,S001_P0004,57.0,30.0,82.0,105.0,122.57142857142857,92.8634430097178,0,10,0,0,-0.7348934300153812,1,0.0
2023-10-10,S001,P0004,0,1,51,19,116,36.3,69.64,5,1,1,70.08,3,S001_P0004,88.0,77.0,207.0,106.33333333333333,130.85714285714286,85.52471099323427,1,10,0,0,2.22109158186864,1,0.0
2023-10-11,S001,P0004,2,1,239,48,20,43.58,48.18,0,0,1,50.07,0,S001_P0004,19.0,133.0,125.0,54.666666666666664,122.57142857142857,94.00151974455399,2,10,0,0,-0.35432859823103735,0,0.0
2023-10-12,S001,P0004,0,0,121,119,43,135.47,66.36,10,0,0,68.71,2,S001_P0004,48.0,303.0,49.0,51.666666666666664,110.42857142857143,97.8414655499009,3,10,0,0,-0.27324498959588217,1,0.0
2023-10-13,S001,P0004,2,0,304,193,65,184.35,10.71,0,1,1,14.68,1,S001_P0004,119.0,84.0,311.0,62.0,84.14285714285714,50.97525076423137,4,10,0,0,-0.885918193438432,0,0.0
2023-10-14,S001,P0004,4,3,169,113,50,105.28,83.97,5,2,1,79.93,0,S001_P0004,193.0,174.0,309.0,120.0,99.71428571428571,65.50245360726193,5,10,0,0,-0.05150796340223651,1,0.0
2023-10-15,S001,P0004,4,1,195,12,116,4.51,98.94,10,1,0,97.79,1,S001_P0004,113.0,57.0,83.0,141.66666666666666,91.0,57.547082173353864,6,10,0,0,5.416342412451362,1,0.0
2023-10-16,S001,P0004,0,0,168,136,151,140.04,66.02,0,3,1,64.69,0,S001_P0004,12.0,88.0,30.0,106.0,84.57142857142857,64.11670906208818,0,10,0,0,1.736013261500207,0,0.0
2023-10-17,S001,P0004,2,1,410,390,156,406.57,57.28,20,3,0,57.82,1,S001_P0004,136.0,19.0,77.0,87.0,91.42857142857143,67.04440603773335,1,10,0,0,-0.17748420448018376,1,0.0
2023-10-18,S001,P0004,1,0,67,56,177,64.67,76.22,5,3,0,80.08,3,S001_P0004,390.0,48.0,133.0,179.33333333333334,144.42857142857142,123.29214241366898,2,10,0,0,0.5819842258198422,1,0.0
2023-10-19,S001,P0004,1,0,464,293,196,287.34,96.02,20,1,1,96.43,2,S001_P0004,56.0,119.0,303.0,194.0,145.57142857142858,122.28226519390468,3,10,0,0,0.446955997588909,1,0.0
2023-10-20,S001,P0004,2,0,364,210,126,228.28,13.65,15,2,1,14.42,2,S001_P0004,293.0,193.0,84.0,246.33333333333334,170.42857142857142,133.18015010110335,4,10,0,0,0.27450980392156854,1,0.0
2023-10-21,S001,P0004,4,1,411,167,94,160.73,99.57,15,0,0,103.4,3,S001_P0004,210.0,113.0,174.0,186.33333333333334,172.85714285714286,133.81383656835678,5,10,0,0,0.1857806359414076,1,0.0
2023-10-22,S001,P0004,3,1,155,126,198,137.22,13.46,10,3,1,17.8,0,S001_P0004,167.0,12.0,57.0,223.33333333333334,180.57142857142858,131.32130716028433,6,10,0,0,-0.863957954315747,1,0.0
2023-10-23,S001,P0004,1,2,477,470,92,479.61,50.08,15,3,0,46.37,2,S001_P0004,126.0,136.0,88.0,167.66666666666666,196.85714285714286,112.67716209215993,0,10,0,0,-0.24144198727658284,1,0.0
2023-10-24,S001,P0004,2,2,478,192,146,182.22,95.89,20,0,1,95.63,2,S001_P0004,470.0,390.0,19.0,254.33333333333334,244.57142857142858,147.8420972331146,1,10,0,0,0.6740572625698324,1,0.0
2023-10-25,S001,P0004,1,3,490,395,143,393.61,30.21,5,2,1,32.61,1,S001_P0004,192.0,56.0,48.0,262.6666666666667,216.28571428571428,133.63970752950428,2,10,0,0,-0.6036473366570454,1,0.0
2023-10-26,S001,P0004,3,3,475,214,109,218.68,51.17,20,1,0,54.59,2,S001_P0004,395.0,293.0,119.0,352.3333333333333,264.7142857142857,127.1399678644423,3,10,0,0,-0.46709018954384496,1,0.0
2023-10-27,S001,P0004,4,2,119,15,21,31.67,94.09,5,3,0,93.89,0,S001_P0004,214.0,210.0,193.0,267.0,253.42857142857142,127.7156439684885,4,10,0,0,5.893040293040293,1,0.0
2023-10-28,S001,P0004,4,2,155,139,42,134.17,26.45,0,1,0,22.79,0,S001_P0004,15.0,167.0,113.0,208.0,225.57142857142858,156.73635734661477,5,10,0,0,-0.7343577382745807,0,0.0
2023-10-29,S001,P0004,1,1,410,19,28,19.78,49.72,5,0,0,53.6,0,S001_P0004,139.0,126.0,12.0,122.66666666666667,221.57142857142858,158.82365183105566,6,10,0,0,2.6939078751857353,1,0.0
2023-10-30,S001,P0004,2,0,205,121,48,117.53,52.22,5,2,0,49.72,2,S001_P0004,19.0,470.0,136.0,57.666666666666664,206.28571428571428,173.98056815414216,0,10,0,0,0.04273162939297115,1,0.0
2023-10-31,S001,P0004,0,1,303,131,73,128.65,69.96,0,2,0,67.73,2,S001_P0004,121.0,192.0,390.0,93.0,156.42857142857142,130.34806882964963,1,10,0,0,-0.2704140160600689,0,0.0
2023-11-01,S001,P0004,4,1,430,15,97,30.62,10.69,20,1,1,9.98,2,S001_P0004,131.0,395.0,56.0,90.33333333333333,147.71428571428572,129.61058892661816,2,11,0,0,-0.6461436610393909,1,0.0
2023-11-02,S001,P0004,0,3,272,17,59,10.28,71.37,10,2,1,69.84,1,S001_P0004,15.0,214.0,293.0,89.0,93.42857142857143,78.13206158561985,3,11,0,0,0.3947625561852648,1,0.0
2023-11-03,S001,P0004,1,3,310,115,135,114.54,15.53,0,2,1,12.19,1,S001_P0004,17.0,15.0,210.0,54.333333333333336,65.28571428571429,61.083861168381844,4,11,0,0,-0.8349452651716442,0,0.0
2023-11-04,S001,P0004,2,0,186,153,59,156.12,70.19,0,1,1,73.47,3,S001_P0004,115.0,139.0,167.0,49.0,79.57142857142857,59.02219114552675,5,11,0,0,1.653686200378072,0,0.0
2023-11-05,S001,P0004,3,0,453,293,83,289.88,71.01,10,3,1,76.0,1,S001_P0004,153.0,19.0,126.0,95.0,81.57142857142857,61.554466783105426,6,11,0,0,0.428197908286404,1,0.0
2023-11-06,S001,P0004,4,1,119,97,25,109.4,67.04,15,0,0,63.46,1,S001_P0004,293.0,121.0,470.0,187.0,120.71428571428571,93.80425414253948,0,11,0,0,0.28379931060896224,1,0.0
2023-11-07,S001,P0004,0,0,353,286,78,300.15,56.81,20,2,1,53.42,1,S001_P0004,97.0,131.0,192.0,181.0,117.28571428571429,94.22970919640012,1,11,0,0,-0.1879645511720982,1,0.0
2023-11-08,S001,P0004,0,0,466,91,176,106.19,33.12,10,3,1,35.71,3,S001_P0004,286.0,15.0,395.0,225.33333333333334,139.42857142857142,114.10500594168694,2,11,0,0,2.0982226379794198,1,0.0
2023-11-09,S001,P0004,4,1,464,305,80,313.48,70.09,10,0,0,66.88,1,S001_P0004,91.0,17.0,214.0,158.0,150.28571428571428,103.4065025126795,3,11,0,0,-0.017934706459296623,1,0.0
2023-11-10,S001,P0004,1,0,139,40,157,36.57,59.24,10,2,0,58.88,2,S001_P0004,305.0,115.0,15.0,227.33333333333334,191.42857142857142,98.72496668836644,4,11,0,0,2.8145524790727627,1,0.0
2023-11-11,S001,P0004,0,2,295,283,176,299.09,72.91,5,3,0,69.34,3,S001_P0004,40.0,153.0,139.0,145.33333333333334,180.71428571428572,111.62842273321245,5,11,0,0,0.03875195896851391,1,0.0
2023-11-12,S001,P0004,2,3,179,90,119,105.48,91.11,20,2,1,88.83,3,S001_P0004,283.0,293.0,19.0,209.33333333333334,199.28571428571428,116.93689792036604,6,11,0,0,0.28305872412336286,1,0.0
2023-11-13,S001,P0004,1,0,486,9,179,16.57,61.65,5,0,0,58.53,3,S001_P0004,90.0,97.0,121.0,137.66666666666666,170.28571428571428,114.97784465671977,0,11,0,0,-0.08039976133651561,1,0.0
2023-11-14,S001,P0004,3,2,414,28,192,22.76,57.59,20,3,0,54.69,3,S001_P0004,9.0,286.0,131.0,127.33333333333333,157.71428571428572,128.35850093353687,1,11,0,0,0.013729977116704761,1,0.0
2023-11-15,S001,P0004,0,2,89,32,69,39.56,96.35,10,1,1,96.25,3,S001_P0004,28.0,91.0,15.0,42.333333333333336,120.85714285714286,122.280318082986,2,11,0,0,1.9091183574879227,1,0.0
2023-11-16,S001,P0004,4,3,440,286,170,302.5,61.69,5,2,0,58.66,0,S001_P0004,32.0,305.0,17.0,23.0,112.42857142857143,126.63708927858546,3,11,0,0,-0.11984591239834508,1,0.0
2023-11-17,S001,P0004,2,2,481,444,177,458.12,53.11,15,3,1,57.07,2,S001_P0004,286.0,40.0,115.0,115.33333333333333,109.71428571428571,121.93811857620574,4,11,0,0,-0.10347738014854835,1,0.0
2023-11-18,S001,P0004,3,1,166,81,141,74.94,48.5,5,1,0,46.89,1,S001_P0004,444.0,283.0,153.0,254.0,167.42857142857142,169.69763025536255,5,11,0,0,-0.33479632423535866,1,0.0
2023-11-19,S001,P0004,0,2,352,219,149,210.31,18.08,15,0,1,21.29,0,S001_P0004,81.0,90.0,293.0,270.3333333333333,138.57142857142858,163.84327586940847,6,11,0,0,-0.8015585555921414,1,0.0
2023-11-20,S001,P0004,1,2,103,54,86,57.31,78.11,20,0,0,81.34,2,S001_P0004,219.0,9.0,97.0,248.0,157.0,164.72198800807791,0,11,0,0,0.2669910786699108,1,0.0
2023-11-21,S001,P0004,2,2,131,79,91,76.88,82.53,20,1,0,77.58,0,S001_P0004,54.0,28.0,286.0,118.0,163.42857142857142,158.75332767415955,1,11,0,0,0.43306129536377846,1,0.0
2023-11-22,S001,P0004,0,3,342,256,35,249.66,72.09,5,2,0,75.82,1,S001_P0004,79.0,32.0,91.0,117.33333333333333,170.71428571428572,152.55131845351184,2,11,0,0,-0.25179034769071085,1,0.0
2023-11-23,S001,P0004,0,1,253,236,184,248.18,35.93,10,2,1,40.43,1,S001_P0004,256.0,286.0,305.0,129.66666666666666,202.71428571428572,141.71298962540953,3,11,0,0,-0.417571729615821,1,0.0
2023-11-24,S001,P0004,4,1,237,219,22,232.75,25.23,0,0,1,21.51,1,S001_P0004,236.0,444.0,40.0,190.33333333333334,195.57142857142858,138.02760248449965,4,11,0,0,-0.5249482206740727,0,0.0
2023-11-25,S001,P0004,4,0,452,319,38,323.68,90.09,20,3,0,95.05,0,S001_P0004,219.0,81.0,283.0,237.0,163.42857142857142,87.47353341222173,5,11,0,0,0.8575257731958763,1,0.0
2023-11-26,S001,P0004,1,3,251,82,78,90.39,62.16,15,2,1,65.01,3,S001_P0004,319.0,219.0,90.0,258.0,197.42857142857142,95.93896869513307,6,11,0,0,2.438053097345133,1,0.0
2023-11-27,S001,P0004,4,0,191,28,35,40.35,13.65,15,1,1,12.51,3,S001_P0004,82.0,54.0,9.0,206.66666666666666,177.85714285714286,104.40534560297289,0,11,0,0,-0.825246447317885,1,0.0
2023-11-28,S001,P0004,0,0,203,81,132,95.72,36.42,20,1,1,34.36,0,S001_P0004,28.0,79.0,28.0,143.0,174.14285714285714,109.86571890483498,1,11,0,0,-0.5587059251181388,1,0.0
2023-11-29,S001,P0004,3,1,105,23,173,30.44,85.81,10,1,1,84.26,1,S001_P0004,81.0,256.0,32.0,63.666666666666664,174.42857142857142,109.57928201817654,2,11,0,0,0.1903176584824524,1,0.0
2023-11-30,S001,P0004,2,0,91,46,192,40.73,75.92,15,3,1,75.87,2,S001_P0004,23.0,236.0,286.0,44.0,141.14285714285714,115.87842561844532,3,11,0,0,1.1129974951294184,1,0.0
2023-12-01,S001,P0004,0,0,195,99,79,91.23,44.76,15,3,0,40.08,2,S001_P0004,46.0,219.0,444.0,50.0,114.0,112.14871079657308,4,12,0,0,0.774078478002378,1,0.0
2023-12-02,S001,P0004,2,2,337,272,42,281.56,10.02,0,0,1,10.72,3,S001_P0004,99.0,319.0,81.0,56.0,96.85714285714286,102.14928384710417,5,12,0,0,-0.8887778887778888,0,0.0
2023-12-03,S001,P0004,3,0,269,258,27,254.9,13.39,15,0,0,9.7,3,S001_P0004,272.0,82.0,219.0,139.0,90.14285714285714,85.2631780067433,6,12,0,0,-0.7845881595881595,1,0.0
2023-12-04,S001,P0004,4,0,141,112,49,104.57,63.87,10,3,0,66.21,3,S001_P0004,258.0,28.0,54.0,209.66666666666666,115.28571428571429,105.91146347415916,0,12,0,0,3.6791208791208785,1,0.0
2023-12-05,S001,P0004,4,1,470,296,135,312.18,44.15,0,3,1,42.25,3,S001_P0004,112.0,81.0,79.0,214.0,127.28571428571429,98.90014203851348,1,12,0,0,0.21224601867105974,0,0.0
2023-12-06,S001,P0004,2,0,146,26,102,20.32,11.07,5,3,1,7.72,2,S001_P0004,296.0,23.0,256.0,222.0,158.0,114.31389533502345,2,12,0,0,-0.8709940566367556,1,0.0
2023-12-07,S001,P0004,1,3,341,303,96,296.11,75.27,20,2,1,74.02,0,S001_P0004,26.0,46.0,236.0,144.66666666666666,158.42857142857142,113.72753572003752,3,12,0,0,-0.008561643835616528,1,0.0
2023-12-08,S001,P0004,0,3,270,219,84,210.2,70.24,5,0,0,71.99,1,S001_P0004,303.0,99.0,219.0,208.33333333333334,195.14285714285714,112.8633813827269,4,12,0,0,0.5692582663092045,1,0.0
2023-12-09,S001,P0004,2,2,389,293,46,286.12,51.09,15,3,1,53.92,3,S001_P0004,219.0,272.0,319.0,182.66666666666666,212.28571428571428,104.64019986874752,5,12,0,0,4.098802395209582,1,0.0
2023-12-10,S001,P0004,4,3,421,229,165,244.08,22.76,0,0,0,19.51,3,S001_P0004,293.0,258.0,82.0,271.6666666666667,215.28571428571428,106.9138504992287,6,12,0,0,0.6997759522031368,0,0.0
2023-12-11,S001,P0004,2,2,403,222,188,213.53,80.45,20,1,0,77.15,3,S001_P0004,229.0,112.0,28.0,247.0,211.14285714285714,105.53582104579242,0,12,0,0,0.2595897917645218,1,0.0
2023-12-12,S001,P0004,3,2,386,319,148,323.64,95.89,15,3,0,97.14,3,S001_P0004,222.0,296.0,81.0,248.0,226.85714285714286,96.07883667667322,1,12,0,0,1.1719139297848247,1,0.0
2023-12-13,S001,P0004,2,1,411,50,162,42.3,26.7,20,0,0,30.29,0,S001_P0004,319.0,26.0,23.0,256.6666666666667,230.14285714285714,99.1806912851968,2,12,0,0,1.4119241192411924,1,0.0
2023-12-14,S001,P0004,3,3,53,28,31,33.46,25.35,10,0,0,30.17,3,S001_P0004,50.0,303.0,46.0,197.0,233.57142857142858,91.02720681726079,3,12,0,0,-0.6632124352331605,1,0.0
2023-12-15,S001,P0004,4,1,80,15,120,7.72,90.94,15,0,1,89.26,0,S001_P0004,28.0,219.0,99.0,132.33333333333334,194.28571428571428,112.8061970604368,4,12,0,0,0.29470387243735763,1,0.0
2023-12-16,S001,P0004,2,0,412,72,29,89.79,75.12,0,1,0,75.13,0,S001_P0004,15.0,293.0,272.0,31.0,165.14285714285714,130.34496355367762,5,12,0,0,0.470346447445684,0,0.0
2023-12-17,S001,P0004,2,3,419,67,170,70.59,19.86,15,2,1,14.86,3,S001_P0004,72.0,229.0,258.0,38.333333333333336,133.57142857142858,120.61627466592455,6,12,0,0,-0.12741652021089644,1,0.0
2023-12-18,S001,P0004,3,3,241,177,113,189.83,22.73,10,2,1,19.96,0,S001_P0004,67.0,222.0,112.0,51.333333333333336,110.42857142857143,114.6485312347514,0,12,0,0,-0.7174642635177129,1,0.0
2023-12-19,S001,P0004,1,0,80,27,87,28.24,18.14,10,2,0,16.55,3,S001_P0004,177.0,319.0,296.0,105.33333333333333,104.0,108.44353369380794,1,12,0,0,-0.8108249035353009,1,0.0
2023-12-20,S001,P0004,0,2,355,226,54,243.16,43.51,20,0,0,42.65,3,S001_P0004,27.0,50.0,26.0,90.33333333333333,62.285714285714285,54.899041539036375,2,12,0,0,0.6295880149812734,1,0.0
2023-12-21,S001,P0004,2,1,59,31,153,41.64,86.72,15,2,1,90.36,3,S001_P0004,226.0,28.0,303.0,143.33333333333334,87.42857142857143,81.96514938854061,3,12,0,0,2.4209072978303747,1,0.0
2023-12-22,S001,P0004,1,2,348,153,34,149.44,94.67,5,2,0,91.67,1,S001_P0004,31.0,15.0,219.0,94.66666666666667,87.85714285714286,81.60969830322205,4,12,0,0,0.04101605454145596,1,0.0
2023-12-23,S001,P0004,4,2,486,71,139,70.28,70.66,20,1,1,68.13,2,S001_P0004,153.0,72.0,293.0,136.66666666666666,107.57142857142857,77.64847528629116,5,12,0,0,-0.05937167199148041,1,0.0
2023-12-24,S001,P0004,2,1,227,110,193,101.85,38.04,5,0,0,37.88,2,S001_P0004,71.0,67.0,229.0,85.0,107.42857142857143,77.72570819417324,6,12,0,0,0.9154078549848943,1,0.0
2023-12-25,S001,P0004,4,3,120,94,29,101.01,88.28,20,0,1,86.19,2,S001_P0004,110.0,177.0,222.0,111.33333333333333,113.57142857142857,75.67002300087157,0,12,0,0,2.8838539375274967,1,0.0
2023-12-26,S001,P0004,3,1,264,123,56,133.43,65.1,20,2,1,64.08,1,S001_P0004,94.0,27.0,319.0,91.66666666666667,101.71428571428571,70.3934520764407,1,12,0,0,2.588754134509371,1,0.0
2023-12-27,S001,P0004,4,3,418,360,116,374.12,45.1,10,2,1,41.46,3,S001_P0004,123.0,226.0,50.0,109.0,115.42857142857143,62.297290317897705,2,12,0,0,0.036543323373937175,1,0.0
2023-12-28,S001,P0004,3,2,273,265,84,269.22,27.78,0,0,0,27.46,3,S001_P0004,360.0,31.0,28.0,192.33333333333334,134.57142857142858,106.70029231896426,3,12,0,0,-0.6796586715867159,0,0.0
2023-12-29,S001,P0004,4,3,107,73,47,90.85,93.76,10,3,0,95.86,3,S001_P0004,265.0,153.0,15.0,249.33333333333334,168.0,105.49249578366553,4,12,0,0,-0.00961233759374669,1,0.0
2023-12-30,S001,P0004,1,1,161,43,151,45.25,52.12,0,1,0,54.37,0,S001_P0004,73.0,71.0,72.0,232.66666666666666,156.57142857142858,111.547982415427,5,12,0,0,-0.2623832437022361,0,0.0
2023-12-31,S001,P0004,1,1,347,158,192,165.82,84.99,20,1,0,81.3,0,S001_P0004,43.0,110.0,67.0,127.0,152.57142857142858,115.55786017237891,6,12,0,0,1.2342271293375395,1,0.0
2024-01-01,S001,P0004,3,3,338,182,152,192.43,86.37,0,0,1,82.98,1,S001_P0004,158.0,94.0,177.0,91.33333333333333,159.42857142857142,114.02464228235523,0,1,0,0,-0.02163570457634789,0,0.0
2022-01-15,S001,P0005,0,2,463,82,83,92.95,82.39,0,2,0,86.42,0,S001_P0005,144.0,217.0,14.0,137.0,184.71428571428572,118.30288005188812,5,1,0,0,2.974433188615533,0,0.0
2022-01-16,S001,P0005,0,1,124,34,58,32.27,42.25,20,2,0,40.97,3,S001_P0005,82.0,343.0,200.0,160.0,165.42857142857142,123.07024707168551,6,1,0,0,-0.4943752991862135,1,0.0
2022-01-17,S001,P0005,4,3,372,68,55,74.4,45.59,5,2,0,49.93,2,S001_P0005,34.0,59.0,165.0,86.66666666666667,121.28571428571429,102.45277657814566,0,1,0,0,0.9457959880495093,1,0.0
2022-01-18,S001,P0005,4,0,86,59,178,65.25,83.58,20,2,0,87.15,0,S001_P0005,68.0,263.0,32.0,61.333333333333336,122.57142857142857,101.59372871533813,1,1,0,0,-0.014851485148514865,1,0.0
